pathway,gene,group,sample,norm_expr
TLR / cGAS-STING,IKBKE,Free,Free_4,140.497429715787
TLR / cGAS-STING,IKBKE,Pygo,Pygo_1,1215.40707390519
TLR / cGAS-STING,IKBKE,Pygo,Pygo_2,1451.2458620127
TLR / cGAS-STING,IKBKE,Pygo,Pygo_3,909.889724765007
TLR / cGAS-STING,IKBKE,Pygo,Pygo_4,456.429728695164
TLR / cGAS-STING,TLR4,Sacral,Sacral_1,99.6120761963726
TLR / cGAS-STING,TLR4,Sacral,Sacral_2,360.383621627453
TLR / cGAS-STING,TLR4,Sacral,Sacral_3,466.508800472488
TLR / cGAS-STING,TLR4,Sacral,Sacral_4,375.787288400748
TLR / cGAS-STING,TLR4,Free,Free_1,281.049283821061
TLR / cGAS-STING,TLR4,Free,Free_2,335.611758949577
