pathway,gene,group,sample,norm_expr
Angiogenesis,PECAM1,Free,Free_1,12595.3317503193
Angiogenesis,PECAM1,Free,Free_2,11794.1127269438
Angiogenesis,PECAM1,Free,Free_3,5709.19209899127
Angiogenesis,PECAM1,Free,Free_4,10381.8632638921
Angiogenesis,PECAM1,Pygo,Pygo_1,1899.57661881871
Angiogenesis,PECAM1,Pygo,Pygo_2,1381.07949368425
Angiogenesis,PECAM1,Pygo,Pygo_3,2148.58433158465
Angiogenesis,PECAM1,Pygo,Pygo_4,2672.91277441059
Angiogenesis,KLF2,Sacral,Sacral_1,2436.30657388698
Angiogenesis,KLF2,Sacral,Sacral_2,3371.62250192044
Angiogenesis,KLF2,Sacral,Sacral_3,2312.50305150682
Angiogenesis,KLF2,Sacral,Sacral_4,2907.28133915119
Angiogenesis,KLF2,Free,Free_1,3165.04731933872
Angiogenesis,KLF2,Free,Free_2,5606.59034874649
Angiogenesis,KLF2,Free,Free_3,5284.63378243224
Angiogenesis,KLF2,Free,Free_4,2594.71848921921
Angiogenesis,KLF2,Pygo,Pygo_1,2704.48196577578
Angiogenesis,KLF2,Pygo,Pygo_2,2480.63782663609
Angiogenesis,KLF2,Pygo,Pygo_3,4159.25561801084
Angiogenesis,KLF2,Pygo,Pygo_4,4716.08170144696
Angiogenesis,CDH5,Sacral,Sacral_1,1196.27586833961
Angiogenesis,CDH5,Sacral,Sacral_2,2028.1002974432
Angiogenesis,CDH5,Sacral,Sacral_3,2057.53762117699
Angiogenesis,CDH5,Sacral,Sacral_4,1677.32357933794
Angiogenesis,CDH5,Free,Free_1,6663.02994412701
Angiogenesis,CDH5,Free,Free_2,5531.63137720445
Angiogenesis,CDH5,Free,Free_3,3791.97612210888
Angiogenesis,CDH5,Free,Free_4,4335.49160775453
Angiogenesis,CDH5,Pygo,Pygo_1,1223.45612737476
Angiogenesis,CDH5,Pygo,Pygo_2,1403.32736656888
Angiogenesis,CDH5,Pygo,Pygo_3,1106.66809407648
Angiogenesis,CDH5,Pygo,Pygo_4,982.830995987463
Angiogenesis,KDR,Sacral,Sacral_1,1508.14545269274
Angiogenesis,KDR,Sacral,Sacral_2,1153.52916546026
Angiogenesis,KDR,Sacral,Sacral_3,1071.07748461703
Angiogenesis,KDR,Sacral,Sacral_4,900.696516643064
Angiogenesis,KDR,Free,Free_1,3033.17034769961
Angiogenesis,KDR,Free,Free_2,2954.06492395211
Angiogenesis,KDR,Free,Free_3,3055.70262049729
Angiogenesis,KDR,Free,Free_4,3329.09157929393
Angiogenesis,KDR,Pygo,Pygo_1,1336.14287594875
Angiogenesis,KDR,Pygo,Pygo_2,1480.33923424644
Angiogenesis,KDR,Pygo,Pygo_3,906.525991956264
Angiogenesis,KDR,Pygo,Pygo_4,1019.43149309981
Angiogenesis,VEGFA,Sacral,Sacral_1,1714.81723695064
Angiogenesis,VEGFA,Sacral,Sacral_2,1638.31299120598
Angiogenesis,VEGFA,Sacral,Sacral_3,1269.26022085593
Angiogenesis,VEGFA,Sacral,Sacral_4,1543.7103212399
Angiogenesis,VEGFA,Free,Free_1,2100.30291717047
Angiogenesis,VEGFA,Free,Free_2,1770.90570268064
Angiogenesis,VEGFA,Free,Free_3,2718.29048470563
Angiogenesis,VEGFA,Free,Free_4,3654.92604395394
Angiogenesis,VEGFA,Pygo,Pygo_1,1216.74858281678
Angiogenesis,VEGFA,Pygo,Pygo_2,869.378417337795
Angiogenesis,VEGFA,Pygo,Pygo_3,1185.71581508194
Angiogenesis,VEGFA,Pygo,Pygo_4,1729.91173116304
Angiogenesis,FLT1,Sacral,Sacral_1,1139.48767536785
Angiogenesis,FLT1,Sacral,Sacral_2,1330.70521374991
Angiogenesis,FLT1,Sacral,Sacral_3,1231.40509146199
Angiogenesis,FLT1,Sacral,Sacral_4,1005.67836229153
Angiogenesis,FLT1,Free,Free_1,2841.8406429445
Angiogenesis,FLT1,Free,Free_2,2377.3919269753
Angiogenesis,FLT1,Free,Free_3,2852.36153204006
Angiogenesis,FLT1,Free,Free_4,3103.89711747997
Angiogenesis,FLT1,Pygo,Pygo_1,747.220463758488
Angiogenesis,FLT1,Pygo,Pygo_2,1028.53627720475
Angiogenesis,FLT1,Pygo,Pygo_3,751.794282754082
Angiogenesis,FLT1,Pygo,Pygo_4,893.482723624967
Angiogenesis,TEK,Sacral,Sacral_1,760.589404228378
Angiogenesis,TEK,Sacral,Sacral_2,568.471235788912
Angiogenesis,TEK,Sacral,Sacral_3,904.069560820192
Angiogenesis,TEK,Sacral,Sacral_4,597.680734885
Angiogenesis,TEK,Free,Free_1,2359.73302531299
Angiogenesis,TEK,Free,Free_2,1931.89713019706
Angiogenesis,TEK,Free,Free_3,1461.37441594532
Angiogenesis,TEK,Free,Free_4,2291.80204500929
Angiogenesis,TEK,Pygo,Pygo_1,843.809105393337
Angiogenesis,TEK,Pygo,Pygo_2,900.183164408819
Angiogenesis,TEK,Pygo,Pygo_3,810.659606907086
Angiogenesis,TEK,Pygo,Pygo_4,501.642107481005
Angiogenesis,DLL4,Sacral,Sacral_1,562.296205818776
Angiogenesis,DLL4,Sacral,Sacral_2,551.130601275457
Angiogenesis,DLL4,Sacral,Sacral_3,464.282028155197
Angiogenesis,DLL4,Sacral,Sacral_4,511.786497536257
Angiogenesis,DLL4,Free,Free_1,1609.54762926754
Angiogenesis,DLL4,Free,Free_2,1190.82547972464
Angiogenesis,DLL4,Free,Free_3,1323.95159242753
Angiogenesis,DLL4,Free,Free_4,1640.13311568926
Angiogenesis,DLL4,Pygo,Pygo_1,782.099695459961
Angiogenesis,DLL4,Pygo,Pygo_2,566.46507113939
Angiogenesis,DLL4,Pygo,Pygo_3,559.22057945354
Angiogenesis,DLL4,Pygo,Pygo_4,639.432214256904
Angiogenesis,ANGPT2,Sacral,Sacral_1,515.748506661593
Angiogenesis,ANGPT2,Sacral,Sacral_2,738.107877768362
Angiogenesis,ANGPT2,Sacral,Sacral_3,688.072646042954
Angiogenesis,ANGPT2,Sacral,Sacral_4,637.048927003173
Angiogenesis,ANGPT2,Free,Free_1,964.215235263026
Angiogenesis,ANGPT2,Free,Free_2,824.548686962412
Angiogenesis,ANGPT2,Free,Free_3,698.286704866839
Angiogenesis,ANGPT2,Free,Free_4,622.77229483948
Angiogenesis,ANGPT2,Pygo,Pygo_1,505.748859671364
Angiogenesis,ANGPT2,Pygo,Pygo_2,486.030453787271
Angiogenesis,ANGPT2,Pygo,Pygo_3,607.994705180314
Angiogenesis,ANGPT2,Pygo,Pygo_4,547.930971476034
Angiogenesis,ANGPT1,Sacral,Sacral_1,385.414949021479
Angiogenesis,ANGPT1,Sacral,Sacral_2,464.427428708183
Angiogenesis,ANGPT1,Sacral,Sacral_3,551.12614852955
Angiogenesis,ANGPT1,Sacral,Sacral_4,522.52327720485
Angiogenesis,ANGPT1,Free,Free_1,415.088173028029
Angiogenesis,ANGPT1,Free,Free_2,745.330682946396
Angiogenesis,ANGPT1,Free,Free_3,341.881170702804
Angiogenesis,ANGPT1,Free,Free_4,342.77387107965
Angiogenesis,ANGPT1,Pygo,Pygo_1,224.031988236387
Angiogenesis,ANGPT1,Pygo,Pygo_2,271.252911708741
Angiogenesis,ANGPT1,Pygo,Pygo_3,274.144223912562
Angiogenesis,ANGPT1,Pygo,Pygo_4,159.319810959633
