pathway,gene,group,sample,norm_expr
Osteogenesis,DLX5,Free,Free_2,178.879363907135
Osteogenesis,DLX5,Free,Free_3,529.580636971011
Osteogenesis,DLX5,Free,Free_4,127.543765983126
Osteogenesis,DLX5,Pygo,Pygo_1,343.426281368354
Osteogenesis,DLX5,Pygo,Pygo_2,692.251121679405
Osteogenesis,DLX5,Pygo,Pygo_3,727.407219890694
Osteogenesis,DLX5,Pygo,Pygo_4,674.956226160065
Osteogenesis,BMP4,Sacral,Sacral_1,178.743164763584
Osteogenesis,BMP4,Sacral,Sacral_2,204.31791100636
Osteogenesis,BMP4,Sacral,Sacral_3,193.729191604327
Osteogenesis,BMP4,Sacral,Sacral_4,152.700866397764
Osteogenesis,BMP4,Free,Free_1,628.037053461679
Osteogenesis,BMP4,Free,Free_2,893.545013040879
Osteogenesis,BMP4,Free,Free_3,408.916694370021
Osteogenesis,BMP4,Free,Free_4,463.342587360574
Osteogenesis,BMP4,Pygo,Pygo_1,417.209271506086
Osteogenesis,BMP4,Pygo,Pygo_2,379.069526457326
Osteogenesis,BMP4,Pygo,Pygo_3,339.737013683053
Osteogenesis,BMP4,Pygo,Pygo_4,322.945562756012
Osteogenesis,BGLAP,Sacral,Sacral_1,310.938630369986
Osteogenesis,BGLAP,Sacral,Sacral_2,879.84871640008
Osteogenesis,BGLAP,Sacral,Sacral_3,306.181193627528
Osteogenesis,BGLAP,Sacral,Sacral_4,178.94632780988
Osteogenesis,BGLAP,Free,Free_1,144.848477046239
Osteogenesis,BGLAP,Free,Free_2,126.919167724586
Osteogenesis,BGLAP,Free,Free_3,193.285759907141
Osteogenesis,BGLAP,Free,Free_4,77.7219823959672
Osteogenesis,BGLAP,Pygo,Pygo_1,566.116760693145
Osteogenesis,BGLAP,Pygo,Pygo_2,718.777431657232
Osteogenesis,BGLAP,Pygo,Pygo_3,701.338290622935
Osteogenesis,BGLAP,Pygo,Pygo_4,357.393089449987
