ensembl_id,symbol,entrez_id,log2FC_used,padj,baseMean,log2FC,log2FC_shrunken,lfcSE_shrunken,stat,pvalue
ENSGALG00010028588,ABHD8,100857580,0.119439796165001,0.82355915553402,31.403635992916,0.290376171716633,0.119439796165001,0.541036520666589,0.34607734293712,0.729284590280126
ENSGALG00010005353,NA,NA,-0.484446021919264,0.0133529756163207,3968.82211741522,-0.510564083514707,-0.484446021919264,0.173416298901895,-2.89812249157315,0.0037540394081471
ENSGALG00010022079,ABI2,424108,0.195519963585274,0.146713157661819,5102.22661387695,0.200071421256685,0.195519963585274,0.108502945629739,1.82358303017529,0.0682151340123812
ENSGALG00010024497,ABI3,419988,0.81688930196965,0.0229874959226637,257.607030227203,0.938238504162934,0.81688930196965,0.343979674629458,2.69433853652332,0.00705284890153917
ENSGALG00010005860,ABI3BP,769237,-7.72442491632063,8.67457161882246e-63,16360.2588255843,-7.79333696810159,-7.72442491632063,0.45633480470794,-17.1409025503077,7.35008610305241e-66
ENSGALG00010027607,ABL1,417181,-1.40283235120782,8.59737033907958e-26,3028.59288631395,-1.42298095368993,-1.40283235120782,0.13025240235929,-10.9416685474759,7.28467237678324e-28
ENSGALG00010011049,ABL2,395410,-0.184437144224476,0.311048178830567,2348.34498756504,-0.192433897598477,-0.184437144224476,0.141299508798837,-1.3360375035338,0.181537015402893
ENSGALG00010022454,ABLIM1,423911,-1.26376979102369,NA,2601.80808262085,-1.90123434074066,-1.26376979102369,0.86668848752729,-2.40313207990824,NA
ENSGALG00010009653,ABLIM2,422866,-0.653342340056017,0.0581079947558625,458.952354521829,-0.75691467730181,-0.653342340056017,0.319953449030327,-2.29863180296903,0.021525856047503
ENSGALG00010012297,ABLIM3,416201,0.791443854769359,1.07550744769965e-5,596.417670627954,0.819335494040989,0.791443854769359,0.168132204618238,4.85621181445773,1.19652709611052e-6
ENSGALG00010029718,ABR,771897,-0.0729217613723284,0.793313009362866,4394.44337934532,-0.0795893747471394,-0.0729217613723284,0.190348532349767,-0.40232638981278,0.687443835515508
ENSGALG00010013191,ABRA,430953,-0.9248759462655,0.108048513832721,202.250367764979,-1.58528624727521,-0.9248759462655,0.798566950136339,-1.99283935651376,0.0462790406223018
ENSGALG00010005975,ABRACL,770205,0.153072565570303,0.70038409626597,206.288657078342,0.185246540112944,0.153072565570303,0.296443284244489,0.568816009412047,0.56948100893152
ENSGALG00010026982,ABTB1,416026,-0.386631729871932,0.0225834546592413,2173.07759428882,-0.402420772917087,-0.386631729871932,0.146852264225601,-2.70088669477924,0.00691548933557855
ENSGALG00010024886,ABTB2,425717,0.79610435171184,0.00370629323083679,2368.81529354523,0.862255925560461,0.79610435171184,0.256285562414773,3.33635447766049,8.4884855134314e-4
ENSGALG00010026485,ACAA1,770094,0.0998036144936273,NA,765.482261767722,0.150764802049102,0.0998036144936273,0.399249356385977,0.31021672699179,NA
ENSGALG00010010463,ACAA2,426847,0.643890196408867,0.148552939045209,1405.93209914332,0.850538539245213,0.643890196408867,0.441935741130852,1.81651128500174,0.0692919784311027
ENSGALG00010029360,ACACA,396504,0.226827843208696,0.138969018716972,5914.08960544573,0.233749655171333,0.226827843208696,0.124279978841997,1.85466493063577,0.0636440896598232
ENSGALG00010021490,ACACB,430557,-0.427877272523606,0.355726133338872,284.610549318357,-0.616585545982292,-0.427877272523606,0.439587444562376,-1.23231814819382,0.217830263145232
ENSGALG00010018920,ACAD11,420689,0.571493875066979,NA,513.951250729675,0.840879297188496,0.571493875066979,0.498327118348464,1.52455498675261,NA
ENSGALG00010025379,ACAD8,419739,-0.0118777318851516,0.979978917561947,409.576000802317,-0.0203061081967405,-0.0118777318851516,0.394394789609705,-0.0422894444309348,0.966267959883684
ENSGALG00010027965,ACAD9,415974,0.29777030711007,0.177576444026257,2248.82638357498,0.316954975841733,0.29777030711007,0.180354819550252,1.7112073025425,0.0870428511008218
ENSGALG00010011424,ACADL,424005,-0.0424250043345901,0.906454252063935,1807.12339624673,-0.0491821559552402,-0.0424250043345901,0.243120138938371,-0.189409270232519,0.849772059382764
ENSGALG00010022862,ACADS,416969,0.522426481865308,0.183841714307284,1365.18168228981,0.64829302278663,0.522426481865308,0.361024366452083,1.68867257884571,0.0912821933435591
ENSGALG00010001811,ACADSB,423947,0.20835681034576,0.636937735669288,1269.85504710097,0.281872855133505,0.20835681034576,0.35918540827748,0.685710839167231,0.49289547024806
ENSGALG00010020175,ACAN,395798,1.46438282385041,7.92581056600725e-6,506079.080829177,1.55698162323048,1.46438282385041,0.320236692224918,4.92394043480125,8.48186641659648e-7
ENSGALG00010017500,ACAP2,424895,-0.444250617600038,1.82476402532445e-5,2240.60324022215,-0.453632488417345,-0.444250617600038,0.0951475075416633,-4.74003844469141,2.13677671835146e-6
ENSGALG00010018308,ACAP3,419420,-1.4158629514121,2.2019697643994504e-10,2283.68240812153,-1.4608376878303,-1.4158629514121,0.21593928150699301,-6.802521920939,1.0280336724149298e-11
ENSGALG00010004890,ACAT1,418968,0.211714616258416,0.290158550586524,1835.98789410505,0.222361691859876,0.211714616258416,0.156900521928553,1.38500564438757,0.166050741455803
ENSGALG00010004446,ACAT2,421587,1.32972026935729,1.10140513941766e-8,587.140017271915,1.37743841733071,1.32972026935729,0.224441691397943,6.17168435427582,6.75662871494991e-10
ENSGALG00010017524,ACBD3,421317,-0.203847282609266,0.209331847970339,2343.4191156421,-0.210827671744232,-0.203847282609266,0.129160464399457,-1.60692225243966,0.108071424308022
ENSGALG00010023857,ACBD4,771191,-0.0231498471131868,0.954423094190712,301.444848784901,-0.0298278645125891,-0.0231498471131868,0.287287319682443,-0.0944200231773663,0.9247755106639172
ENSGALG00010005349,ACBD5,420488,-0.0210788813368686,0.946697491829157,1353.95420376015,-0.019889778854172,-0.0210788813368686,0.175328675259145,-0.109650789080274,0.912686329607876
ENSGALG00010010849,ACBD6,424416,0.0156097315495266,0.953301397454095,558.318074684621,0.0125427789229138,0.0156097315495266,0.127459611552323,0.0967434146438037,0.922930161609091
ENSGALG00010002661,ACBD7,420531,-0.284400305140014,0.566590172974776,38.79991176157,-0.464248019668493,-0.284400305140014,0.462281089129485,-0.812622210679502,0.416434693269418
ENSGALG00010023369,ACE,419953,0.113526688922869,NA,469.455317965269,0.236983572058018,0.113526688922869,0.511569093633923,0.318787755895838,NA
ENSGALG00010016314,ACER2,427235,-0.0488543293518057,0.907066731996461,314.626194137496,-0.061433531365994,-0.0488543293518057,0.295851568445775,-0.187795882933153,0.851036663292516
ENSGALG00010002211,ACER3,419087,-0.522255390379891,0.00141437831018203,2109.15130525497,-0.541868207838933,-0.522255390379891,0.147700907202851,-3.63218631575306,2.8103009128765e-4
ENSGALG00010000453,NA,NA,-1.6549266064333,0.021635439349736,112.924975908742,-2.33130949950467,-1.6549266064333,0.984628540063068,-2.71777792227087,0.00657219337810098
ENSGALG00010027403,ACKR2,420393,-1.99308168147784,1.38477165678981e-5,118.065136433134,-2.15751772693802,-1.99308168147784,0.4612409660792,-4.80018673766282,1.58517751933827e-6
ENSGALG00010018943,ACKR4,100859797,-2.88329835522825,2.34071645277133e-5,344.440721578469,-3.176185167945,-2.88329835522825,0.709830554099753,-4.6846478222345,2.80441710237134e-6
ENSGALG00010022919,ACLY,395373,1.42578868678763,1.90216108859535e-13,8742.53267307973,1.45872458710321,1.42578868678763,0.18772290921693,7.80370118227971,6.011744501322361e-15
ENSGALG00010019550,ACMSD,424288,2.35298542132022,NA,89.379374203422,2.98696652115947,2.35298542132022,1.06468784044541,3.1965644721251,NA
ENSGALG00010009676,ACO1,373916,0.904107162792791,0.0275532971375343,2144.69243760054,1.07532739019291,0.904107162792791,0.408141504652427,2.61894447890984,0.00882023018010544
ENSGALG00010012720,ACO2,374009,0.337079907468427,0.26871189370895,5495.74773156248,0.380210191067126,0.337079907468427,0.251487185314731,1.43961969322733,0.149975024899242
ENSGALG00010000791,ACOD1,418812,-0.725543786039625,0.160602477472765,47.9324359071055,-1.12362388979753,-0.725543786039625,0.593180205445408,-1.77191101381771,0.0764093298601572
ENSGALG00010000791.1,NA,NA,-1.53210075996894,0.00187297080170037,189.750398270565,-1.7655948587098,-1.53210075996894,0.515162717537308,-3.54799280006821,3.8817883248255e-4
ENSGALG00010025520,ACOT11,429108,0.38844754571024,0.367252267353826,304.475071251561,0.531029566924924,0.38844754571024,0.393628244920163,1.20536519626165,0.228062351079155
ENSGALG00010006588,ACOT12,431627,1.65849026581533,NA,65.941630505976,2.60083715665162,1.65849026581533,1.26553991883397,2.56513277511174,NA
ENSGALG00010019141,ACOT7,419371,-0.402306280632934,0.30819155544853,258.466210644914,-0.506124334331938,-0.402306280632934,0.346963799575258,-1.34341192840298,0.179138626535919
ENSGALG00010015932,ACOT8,419303,0.571047171601406,0.0640780551693035,394.206036108476,0.642593495357049,0.571047171601406,0.2768887252246,2.25243191648067,0.0242949906867806
ENSGALG00010003193,ACOT9,418600,-0.238418959404371,0.480063942689815,1922.48629533475,-0.276911869056645,-0.238418959404371,0.266623487228916,-0.971827867823183,0.331136189457201
ENSGALG00010029755,ACOX1,417366,0.644923929110791,0.083249038215658,1546.41475667842,0.772829091205647,0.644923929110791,0.350869536459722,2.12546406704299,0.0335479093165285
ENSGALG00010020920,ACOX2,416068,1.34784925390926,NA,278.0014175065,1.84059825201729,1.34784925390926,0.767117021676151,2.58796797658649,NA
ENSGALG00010009294,ACOX3,422869,0.168931195960673,0.649337086885903,377.982101970803,0.1987549689569,0.168931195960673,0.276556472524185,0.663770433771647,0.506837251685556
ENSGALG00010003833,ACP1,421909,-0.0350894416357589,0.934992206514973,379.085719255182,-0.0351855330327721,-0.0350894416357589,0.24576095626151,-0.133802850732905,0.893558472909878
ENSGALG00010022727,ACP2,428864,0.376262045450926,0.156355995336064,1142.20740425784,0.412027501085051,0.376262045450926,0.222555442586156,1.78699341032915,0.0739385536324838
ENSGALG00010003260,ACP5,107057619,0.214848879898477,NA,7572.52456670069,0.590130369415058,0.214848879898477,0.585882973523873,0.622962225124579,NA
ENSGALG00010009011,ACP6,418458,0.217991103923023,0.484811323305056,412.022206977421,0.245763704608706,0.217991103923023,0.241439899530588,0.962705199432349,0.335695486701315
ENSGALG00010007422,ACR,426864,0.378132142982423,0.443846208749716,11.4379620067855,0.944882323382829,0.378132142982423,0.627043437096078,1.04486469059717,0.296085511056305
ENSGALG00010021614,ACRBP,418280,-0.335780259646967,0.347235882005364,5.10084169608203,-1.9534471092666,-0.335780259646967,0.7410373809022,-1.25070411422411,0.211042448875146
ENSGALG00010024274,ACSBG1,415361,0.174367433709566,0.68649041930667,289.679639265615,0.223376336051912,0.174367433709566,0.333359835108088,0.595015469346688,0.551833130652634
ENSGALG00010028562,ACSBG2,420090,0.102449523830308,0.747379619009752,2462.82960684756,0.113401227440048,0.102449523830308,0.221971744485303,0.484647052176757,0.627926731069898
ENSGALG00010029650,ACSF2,422102,0.0765307305940206,0.864732689786534,1159.1035807784,0.10206681634532,0.0765307305940206,0.33138232211373,0.270598140349322,0.786700126269956
ENSGALG00010007944,ACSF3,427561,-0.230718171760556,0.449860099456797,237.415574497306,-0.260305311355565,-0.230718171760556,0.239019190150013,-1.03226768911326,0.301946733031033
ENSGALG00010007007,ACSL1,422547,-0.224627244692917,0.64838279630376106,2007.76783307382,-0.357601772169318,-0.224627244692917,0.436530686123137,-0.665278107021854,0.505872630771482
ENSGALG00010025705,ACSL3,424810,0.770598341794902,2.9258048165354e-4,2166.55508520756,0.809625565955513,0.770598341794902,0.19802528454262,4.06434064085433,4.81684355069347e-5
ENSGALG00010015540,ACSL4,422345,-0.0210777842260364,0.932412715211127,1871.65623463007,-0.0222229956756999,-0.0210777842260364,0.156480873701373,-0.138320372138914,0.889987225627296
ENSGALG00010019785,ACSL5,423896,0.508749129343534,0.161189737779045,246.741792011301,0.606138147330143,0.508749129343534,0.32503857187479,1.77006661341444,0.0767160444928736
ENSGALG00010016399,ACSM5,426992,0.36977261429201,NA,205.042828555622,3.03599764826821,0.36977261429201,0.809744837793263,1.69708006968998,NA
ENSGALG00010018899,ACSS1A,416714,-0.910078589672706,0.00279533838881836,1051.10259233449,-0.997499818094657,-0.910078589672706,0.290456066551704,-3.42381975524918,6.1747561257833e-4
ENSGALG00010023439,ACSS2,419158,-0.0703651381105363,0.787540580672552,2866.48848077788,-0.0765343802070953,-0.0703651381105363,0.178866965995131,-0.413502164775955,0.679238736711227
ENSGALG00010012337,ACSS3,417875,-0.097349646461219,0.834241540326449,397.001398596944,-0.130586255810068,-0.097349646461219,0.346691386074231,-0.327341713593002,0.743409445823866
ENSGALG00010022071,ACTA2,423787,-3.34091485848491,3.4780012036895496e-25,3341.33875130058,-3.39394604956417,-3.34091485848491,0.315915968625153,-10.8071896102807,3.18271589559796e-27
ENSGALG00010021232,ACTB,396526,-0.305872363423914,0.202921676782796,54183.6782011437,-0.326962524323139,-0.305872363423914,0.19489724948599,-1.62630320858064,0.103885169557842
ENSGALG00010024796,ACTBL2,426652,-0.100927666428754,0.802220038303537,66.3642389362411,-0.122566018214707,-0.100927666428754,0.289268539570961,-0.385924182691209,0.69955282022081
ENSGALG00010005444,ACTC1,423298,-8.11903981379075,1.10278729047797e-6,631.079004167834,-8.81021487195694,-8.11903981379075,1.71877710573154,-5.33244706878996,9.68980189989542e-8
ENSGALG00010021158,ACTG1L,415296,-0.0795069222213845,0.724321177655455,2096.46342554686,-0.084184358877208,-0.0795069222213845,0.156170457093215,-0.525400380626128,0.599304888985385
ENSGALG00010020613,ACTG2,396084,-4.89759534174313,1.78507774883307e-12,218.17247138345,-5.08230516682161,-4.89759534174313,0.687736509566823,-7.50185513425398,6.292088997750872e-14
ENSGALG00010018172,ACTL6A,424975,0.435632605518876,0.0109422377806384,886.252312303462,0.453103060405602,0.435632605518876,0.150604482804514,2.96837678391977,0.00299377103827161
ENSGALG00010020389,ACTN1,373918,0.0967059775153909,0.607648106747782,9022.34220973265,0.100176597571092,0.0967059775153909,0.133575525343668,0.736247909858333,0.461579840450252
ENSGALG00010009118,ACTN2,396263,-6.74941331940936,1.3156163791758302e-9,4443.56172085632,-7.11041689769634,-6.74941331940936,1.12278573523664,-6.52285086279418,6.898344715888159e-11
ENSGALG00010009277,ACTN4,396024,-0.501757815727609,9.56139081290696e-5,4387.53579830813,-0.512209924656242,-0.501757815727609,0.117043767934794,-4.34642612264548,1.38373627422853e-5
ENSGALG00010017435,ACTR10,423543,-0.356334813581475,0.0401312004773617,913.850027439671,-0.371631470584179,-0.356334813581475,0.148574864481844,-2.4615244288934,0.0138347975818706
ENSGALG00010017435.1,NA,NA,-0.106307955601113,0.841632155964276,55.1321899476138,-0.199379008087083,-0.106307955601113,0.471219715358923,-0.314322968509933,0.753275755249165
ENSGALG00010018561,ACTR1A,423862,-0.574101625149822,4.21596503489736e-5,3805.06183117349,-0.588804307707611,-0.574101625149822,0.128664609978747,-4.54484049402575,5.49768699263433e-6
ENSGALG00010016276,ACTR2,396147,0.16211690710077,0.235515049229875,7215.3159042993,0.166313525188872,0.16211690710077,0.107608164260281,1.52813877140345,0.126478086936023
ENSGALG00010019319,ACTR3,374197,0.887353836185203,2.24844721485728e-6,5144.52106577741,0.918867673481843,0.887353836185203,0.17679716431817,5.18795696648872,2.12613717317465e-7
ENSGALG00010019319.1,NA,NA,-0.732554448098709,5.07460407096995e-7,3323.13682833746,-0.751261931918155,-0.732554448098709,0.136480375469304,-5.48456029530529,4.14499095442724e-8
