"","baseMean","log2FC_shrunken","lfcSE_shrunken","pvalue","padj"
"ENSGALG00010001470",68.0775102973605,-0.0121286219602365,0.0883046356764518,0.34978731240119,0.837663035470184
"ENSGALG00010001475",610.088907263091,0.0262188480273412,0.0909316012164394,0.22222859802422,0.784935873755274
"ENSGALG00010001477",20.7210819578434,-0.00608137014533895,0.0881865240318433,0.290071334069596,0.810936621076991
"ENSGALG00010001479",660.403699021768,0.119515481747346,0.118742974285358,0.0504638495810647,0.629198755619051
"ENSGALG00010001486",5.12807557267473,-0.00398456824919377,0.088011613458489,0.466304241476909,NA
"ENSGALG00010001488",11.1035237042414,-0.0139271252566926,0.0887541881546796,0.272374131774893,NA
"ENSGALG00010001492",57.3588074471011,-0.0127654091654161,0.0864446978314403,0.556117359102436,0.904454792964201
"ENSGALG00010001501",1357.53657403429,-0.0398689118670663,0.0969203378906803,0.128212143159526,0.737033793354217
"ENSGALG00010001510",870.066449434359,-0.0329841651952021,0.0927786484471772,0.198433166848164,0.774008892212
"ENSGALG00010001513",371.603866451003,-0.015142646886708,0.0837559619436378,0.61196042166791,0.91929160786544
"ENSGALG00010001514",117.907920982676,-0.0136984268659592,0.0892888382738725,0.0953796409699336,0.694324620632813
"ENSGALG00010001517",547.661101088878,-0.0101319771355439,0.0886274821887857,NA,NA
"ENSGALG00010001526",300.699637641041,-0.00171081835210666,0.087712654721162,0.803442862607779,0.961686213176302
"ENSGALG00010001540",392.05110841468,0.0700227418196826,0.111525598110242,0.0990017624690704,0.700553725158982
"ENSGALG00010001545",175.896246370109,0.0487730206672321,0.103502650848284,0.0742578813447501,0.670658739287376
"ENSGALG00010001548",465.991874240824,0.022519445803392,0.0821935780044393,0.552010046340945,0.903890608396936
"ENSGALG00010001551",376.401211809657,0.000499709839312,0.0832092796463652,0.993991978644705,0.999679410554679
"ENSGALG00010001552",489.961156201272,-0.0112999965795946,0.0723602340060491,0.785949449208778,0.960235576552064
"ENSGALG00010001553",6.53558117801031,-0.0072602681995503,0.0880500830708846,0.408943605979672,NA
"ENSGALG00010001558",9.59339099509674,-0.00123465038345623,0.0875690503038555,0.891506550634582,NA
"ENSGALG00010001559",170.830359544128,-0.000853201286051497,0.0777280967227215,0.970366848500657,0.995766396909786
"ENSGALG00010001570",504.484660461265,-0.00656722379951736,0.084520418317713,0.800013400640756,0.961306536220522
"ENSGALG00010001599",2407.45922833755,-0.00180333048099764,0.0822657021966162,0.976157751839456,0.996257661771447
"ENSGALG00010001605",222.387046463335,-0.0019227848052971,0.0812870708876848,0.948442926183201,0.991264467071026
"ENSGALG00010001606",118.890321875905,-0.0540509544271527,0.110769567428651,0.0221024718165511,0.513019935938272
"ENSGALG00010001611",225.705133343235,-0.015095944228613,0.085626854089829,0.555318444834275,0.90420799643021
"ENSGALG00010001612",54.5676208185607,-0.0207965293762287,0.0906969072698096,0.11997663700999,0.722474384895133
"ENSGALG00010001617",467.699765505991,-0.0238009875906952,0.0857299342227866,0.445984045911742,0.864999627643589
"ENSGALG00010001620",448.781874421942,-0.0108030915347412,0.0852602229334377,0.654259654573434,0.931382577251079
"ENSGALG00010001627",416.633968515655,0.0287303259451009,0.0883474291503013,0.343155375478379,0.836068889337982
"ENSGALG00010001628",235.509652763909,0.005109187667942,0.0875258159705652,0.656655076755392,0.932664204918991
"ENSGALG00010001632",54.1736840445835,0.0416343085582911,0.100589286378753,0.0413510581205608,0.597729836974442
"ENSGALG00010001635",40.7368561240741,-0.0167845380010401,0.0887593648230757,0.311861313004868,0.821596310186967
"ENSGALG00010001647",84.1300022148814,-0.0446153869421502,0.102761137028329,0.0344775254640097,0.570930308851128
"ENSGALG00010001654",2124.61072996109,-0.010919593459012,0.08446829648307,0.68766764614014,0.938338436050271
"ENSGALG00010001664",32.210652635169,0.00680964138218556,0.088157957420416,0.345844073044432,0.83685284356142
"ENSGALG00010001674",358.957070740463,0.0328799690498143,0.089649597894964,0.297266898338987,0.813218310630406
"ENSGALG00010001678",388.441401604135,-0.02468390422268,0.0915974787083981,0.135734780021499,0.746574241916175
"ENSGALG00010001686",703.607651818881,-0.0230333918866272,0.0911742748911835,0.132224664244969,0.74143324564284
"ENSGALG00010001689",1152.06932506839,-0.0254674296896199,0.0878340731741649,0.379517965371092,0.845294221772824
"ENSGALG00010001691",105.154967586367,-0.0218394245262476,0.0892670834030876,0.297259822558665,0.813218310630406
"ENSGALG00010001695",201.695958048682,0.0143303135597747,0.0895290437122377,0.0530021458154082,0.634099108819557
"ENSGALG00010001697",136.30093819559,-1.16460597593735e-05,0.0828751786192513,0.990657549662323,0.999470378012536
"ENSGALG00010001699",20.3597940305194,-0.00170554760201216,0.087867896609869,0.767545392401378,0.95666319860426
"ENSGALG00010001701",135.968122322251,-0.0161084243687853,0.0874020953979806,0.446366773121992,0.865060595483899
"ENSGALG00010001704",1681.21547959255,0.00351654372743378,0.0835834970265642,0.885264172259426,0.977922554272149
"ENSGALG00010001706",45.4334805379216,-0.00348123049153701,0.0867013757469728,0.821498847490568,0.965924595396503
"ENSGALG00010001710",484.401567301413,0.122401852295007,0.17869499246431,0.0376572838473814,0.585335969682988
"ENSGALG00010001712",2113.09180196149,0.00260077847076695,0.0860620424709081,0.799400132438272,0.961306536220522
"ENSGALG00010001713",61.9732586485439,-0.00792029869618005,0.0869216240349478,0.631268246070796,0.925674495340859
"ENSGALG00010001714",11.0328285547268,0.00231802384722235,0.0874621369246437,0.827461156388822,NA
"ENSGALG00010001717",30.3213070757084,0.0136170106871628,0.0888900546244922,0.230942271165698,0.788862028265599
"ENSGALG00010001728",361.884665648647,-0.0228714839033343,0.0893823907983193,0.295579003459386,0.813209388187058
"ENSGALG00010001731",76.6615443316756,0.0246270707142241,0.0907156505263782,0.216292026367841,0.783452889429921
"ENSGALG00010001738",288.179365024883,-0.004529383381459,0.0853831630189892,0.826863677698464,0.966241988824313
"ENSGALG00010001744",31.6433149207985,0.00991086516661843,0.0880739219543984,0.403348165259324,0.853599718757239
"ENSGALG00010001745",42.3706474170231,-0.0188821747136953,0.089846943645041,0.189245455128257,0.772189455186617
"ENSGALG00010001751",37.0139719822203,-0.00685930918962357,0.0881125549347551,0.37412955426481,0.844303632463165
"ENSGALG00010001752",744.61953333217,0.000425298577843171,0.0859328475455442,0.979788108519483,0.996257661771447
"ENSGALG00010001753",694.68074845251,-0.00232480555568556,0.0843808094690045,0.91735104787981,0.984103992030185
"ENSGALG00010001771",162.600632156151,0.0250225358799306,0.0892187499341315,0.313739554786767,0.821596310186967
"ENSGALG00010001773",55.4840936264247,-0.0126058635248384,0.088816760533576,0.211748706824078,0.78023666664863
"ENSGALG00010001785",364.453991636899,-0.0362563570558117,0.0991671924737808,0.00077989106352662,0.170193001728734
"ENSGALG00010001786",526.431748066951,0.00134369492185276,0.0849101287674569,0.9574616418119,0.993380882186235
"ENSGALG00010001796",598.888481509366,-0.00819515762924801,0.08603042812907,0.688151148635691,0.938338436050271
"ENSGALG00010001807",157.603484760668,-0.00651850148959694,0.084349666839164,0.793122194742249,0.960235576552064
"ENSGALG00010001817",5017.63971729252,0.0145282734970159,0.0858494115471029,0.559965149444237,0.905200023408077
"ENSGALG00010001820",280.270162119939,-0.0109012327832021,0.0861555566207042,0.610005475574501,0.919181844137915
"ENSGALG00010001822",32.1048384328162,-0.00282612017577878,0.0871810985432116,0.814810930710766,0.964456627532242
"ENSGALG00010001825",31.8406495737766,-0.00123530839094416,0.0867667700561851,0.930663447648449,0.986778687017976
"ENSGALG00010001827",99.0830633549745,0.00262370999594254,0.0861217898474503,0.887911065315184,0.97842715542831
"ENSGALG00010001829",412.809058227006,0.000191839882534331,0.0793886084711735,0.99616763577267,0.999679410554679
"ENSGALG00010001831",204.46815672072,0.00315875745748662,0.0868499635453877,0.834262309760168,0.967366061012226
"ENSGALG00010001834",269.925995373301,-0.00789351380101766,0.08688469459859,0.639384807742684,0.927522881806403
"ENSGALG00010001837",708.572140684432,-0.413902673283966,0.145098178869634,0.000223301876289085,0.0995290079564435
"ENSGALG00010001838",460.983036323456,0.021798369092945,0.0802180084073404,0.564083512922946,0.907167948982596
"ENSGALG00010001839",112.670924604028,-0.00610424286162685,0.0870384422672877,0.680933605111701,0.936564056423945
"ENSGALG00010001843",1294.00563200102,0.0611633788525985,0.109448793043416,0.0897589116286082,0.694324620632813
"ENSGALG00010001854",353.398348839184,-0.0080321890300023,0.0877978404530425,0.49171230439632,0.884677341436086
"ENSGALG00010001858",111.053822309656,0.00468276459651572,0.0876385310808631,0.65200920422409,0.93113519706698
"ENSGALG00010001860",261.680969816487,0.00911169359388148,0.0819780175345722,0.7792755906216,0.959521404311823
"ENSGALG00010001862",14.567613614827,0.000347259232860575,0.087942710591096,0.94445505430243,0.989851626439926
"ENSGALG00010001865",343.405876791077,-0.000466225394320614,0.0870901463271578,0.959745940824698,0.994138138901407
"ENSGALG00010001866",118.57448554191,0.0210546737028587,0.0855588464221709,0.479461262580057,0.880661728965215
"ENSGALG00010001869",23.4233842611711,0.00507825934115585,0.0877602179069829,0.606061195046316,0.918966708343564
"ENSGALG00010001878",216.596720318394,0.00727242989943042,0.0859489911376299,0.72391806184245,0.946310689759762
"ENSGALG00010001879",284.880227234046,0.0360672050246449,0.0868049602835115,0.336414080095781,0.833730476317802
"ENSGALG00010001885",90.2315451224893,0.0080224148513651,0.0882293246071672,0.330557017219841,0.83067441683106
"ENSGALG00010001886",736.395269758434,0.0145824122425698,0.0869127807385642,0.500773071545292,0.889115295716944
"ENSGALG00010001890",182.703141130661,0.0113462238290899,0.088863771274171,0.125530717534584,0.733198069907734
"ENSGALG00010001895",441.737253629837,-0.0143391300928489,0.0880671393852884,0.393952197397208,0.849321482325075
"ENSGALG00010001897",308.413189641493,-0.0221223788245694,0.0901693465417746,0.219732604513229,0.784907463440995
"ENSGALG00010001899",409.427037046854,-0.021781188564582,0.0902787824119836,0.212154369778424,0.78023666664863
"ENSGALG00010001901",118.778891542123,-0.000867988241093238,0.087329245935899,0.935261600488167,0.987584232654438
"ENSGALG00010001903",202.622009338589,0.04244977378016,0.0922149785911254,0.239325577295184,0.789922384521385
"ENSGALG00010001905",11.6903550014177,-0.0013130961049968,0.087429129390692,0.898116291364004,NA
"ENSGALG00010001911",22.0851579691995,-0.0055256678801335,0.0873446175481561,0.663647941811663,0.934417506832934
"ENSGALG00010001912",164.802125084591,0.0097505383528883,0.0862603927751041,0.63577125467893,0.927074001390685
"ENSGALG00010001918",597.820585829321,-0.0100470134357433,0.0886121924956166,0.169619045272409,0.763446526510218
"ENSGALG00010001928",231.239196639259,-0.0312304328111426,0.0935696949217088,0.139058383912433,0.74724822093895
"ENSGALG00010001937",19.7341422598288,0.0131803852085207,0.0893381782943897,0.0363223267604483,0.57949361014761
"ENSGALG00010001938",250.147939249153,9.79071084184652e-05,0.0848330088470247,0.998914775999616,0.999721895815015
"ENSGALG00010001952",381.7241302519,-0.0105774448841668,0.083098117971597,0.717336258393217,0.945071609439074
"ENSGALG00010001957",166.934827924282,-0.0249647071497801,0.0911009972385313,0.188339432553352,0.772189455186617
"ENSGALG00010001966",340.289748279573,-0.0150710450557489,0.0890823984689363,0.226434123293185,0.78574871964747
"ENSGALG00010001976",49.1885072592684,-0.038523408010323,0.10099529812379,3.40873878448732e-05,0.0411217408198634
"ENSGALG00010001982",2027.57161781988,-0.0135798615460603,0.0880569713590519,0.397394678854911,0.850941807718145
"ENSGALG00010001983",10.9512101356834,0.00505069673049945,0.0878223533298822,0.57287762573443,NA
"ENSGALG00010001997",590.794176584383,0.012487971263586,0.0798194337151719,0.746593983014265,0.953146244305523
"ENSGALG00010001999",18.1997614901945,-0.00428363794876599,0.0881272720866445,0.279241271138593,0.807354024503176
"ENSGALG00010002001",14.4423445269478,-0.00155369587460341,0.0879395347948133,0.731953658383685,0.948417053793194
"ENSGALG00010002003",7.65939334086247,-0.000805110150384449,0.0877928553565014,0.901636893989595,NA
"ENSGALG00010002012",167.446346008147,-0.0233638352875943,0.0899547825698939,0.258540552119745,0.798842825773832
"ENSGALG00010002023",186.165487984268,-0.0146537558432024,0.0885948861668947,0.322542142111153,0.826842743838474
"ENSGALG00010002031",7.25913944521588,0.0107158532073274,0.0884382557635731,0.290820206697069,NA
"ENSGALG00010002034",1476.32263960012,-0.038845865372173,0.0912474522298756,0.257740465297503,0.798814864199915
"ENSGALG00010002036",166.291952939672,-0.054527966414602,0.104040897669126,0.112969045600838,0.714958586321105
"ENSGALG00010002039",111.100693414524,-0.047179365665136,0.102488971299543,0.0756352843135382,0.674310913776395
"ENSGALG00010002054",923.675078761516,0.00626446149841968,0.0843348241330206,0.805179914072255,0.961878359858505
"ENSGALG00010002065",337.111869393461,0.00504602290268117,0.0809494594635811,0.876929497336833,0.976442540987736
"ENSGALG00010002067",8.46019624022173,-0.00273375910117138,0.088014085717506,0.517167915080031,NA
"ENSGALG00010002079",9.27000497703301,0.0055728724225244,0.088141447403326,0.335171689008324,NA
"ENSGALG00010002087",753.128314617509,0.0680280075468546,0.104122867392858,0.129448397477995,0.737033793354217
"ENSGALG00010002090",10.273464612408,-0.0167098003601021,0.0893365150857666,0.218072677068751,NA
"ENSGALG00010002092",16.2393493472105,-0.0100891034782891,0.088439957304225,0.273769578486802,0.80396029056433
"ENSGALG00010002097",9.46351740125759,-0.0163223592054728,0.0901526907216651,0.00876166101039088,NA
"ENSGALG00010002102",100.092070440034,-0.00481366985486434,0.0862900572154305,0.787598157340123,0.960235576552064
"ENSGALG00010002105",13.9451361472452,-0.0379052924018376,0.099604048914067,0.00655056953034075,0.375822871485824
"ENSGALG00010002107",10.5061776346355,0.00886137869691807,0.0883823842696206,0.253823205518581,NA
"ENSGALG00010002137",1654.83158188606,-0.0520294985618213,0.100858820011858,0.139950565725854,0.74741144705828
"ENSGALG00010002138",114.047317315282,-0.0248748590945401,0.0924040609589016,0.0556962162684967,0.639467975279734
"ENSGALG00010002142",9.94940913076915,-0.0206290986616137,0.0909308516763701,0.0746628698453112,NA
"ENSGALG00010002149",21.4574531122951,-0.00438057568799689,0.0880458715219728,0.424941991928327,0.86183037583278
"ENSGALG00010002160",286.571514832333,0.00116725118533912,0.0866450125580901,0.946934925985423,0.99089177935532
"ENSGALG00010002161",287.503232970582,-0.0283056282420218,0.0924777418362665,0.147835146987366,0.751137793946711
"ENSGALG00010002194",958.89164819612,0.0271636612453276,0.0848733692381939,0.428137453135237,0.86183037583278
"ENSGALG00010002204",69.1929716924217,0.0121464533329566,0.0882823559841642,0.357511251041019,0.840218874600936
"ENSGALG00010002210",11.4817871805962,0.00375802180681075,0.0878501969026336,0.619647990250199,NA
"ENSGALG00010002211",770.650157139518,-0.0556469063790079,0.108114276657653,0.0716723312132472,0.66294543841277
"ENSGALG00010002213",10.3170310388733,-0.00922630350786228,0.0879435493957667,0.437578385172313,NA
"ENSGALG00010002235",9079.33483216974,-0.00507884614716536,0.0880635107225298,0.39520863179349,0.849974304928506
"ENSGALG00010002243",896.439357249348,0.036870660032875,0.0973886867852602,0.0595921138232564,0.648742029394623
"ENSGALG00010002253",169.978829166217,-0.0434563875400371,0.102355788983237,0.026653911645944,0.539142850495525
"ENSGALG00010002254",10.7360300769642,-0.00811769582151418,0.0883509501946768,0.239958007596538,NA
"ENSGALG00010002259",13.4724619860792,-0.0129960834337975,0.088486906577985,0.314899522825711,0.821977707149538
"ENSGALG00010002260",16.92840819104,0.00128387127610315,0.0872828376905073,0.912474224235553,0.983986108393867
"ENSGALG00010002262",10.3912861723681,-0.0019627148533356,0.0875495594086005,0.836239687527267,NA
"ENSGALG00010002264",8.06695680739306,0.000670260393316577,0.0878406714200147,0.915973720067718,NA
"ENSGALG00010002275",10.99595745956,-0.00853535117611718,0.0883588381789183,0.25324233795824,NA
"ENSGALG00010002280",148.425047724254,-0.000188752320464974,0.0814232909856071,0.996447186226642,0.999679410554679
"ENSGALG00010002282",892.398782378787,-0.064283852103226,0.111996694347745,0.0867067377789595,0.686064701570786
"ENSGALG00010002285",2245.63510618229,-0.00570278711170633,0.088115781946812,0.345702504263415,0.83685284356142
"ENSGALG00010002293",283.734064827592,0.0185405677870661,0.0899707701918892,0.159787015743448,0.763075038622699
"ENSGALG00010002295",618.101252850465,-0.00895976890942739,0.0851694561741574,0.69532016208772,0.938768957945676
"ENSGALG00010002298",11.6873841470579,-0.00824456923858184,0.0876900089473736,0.51213639434811,NA
"ENSGALG00010002308",273.25373923933,-0.010136905926974,0.086321798405772,0.616684423833333,0.920658879931637
"ENSGALG00010002310",384.784736986764,-0.0266867410930863,0.0929173554937029,0.0688724554568197,0.660095398071191
"ENSGALG00010002312",262.435574648017,-0.0334254342451709,0.0961500826764852,0.0408937030614183,0.597071113279036
"ENSGALG00010002315",96.7793287099639,-0.0625243745378616,0.116977923764041,0.0361845450965021,0.578767471664255
"ENSGALG00010002328",66.8533919896768,0.0550370882169267,0.110448425843626,0.0350310025462395,0.5737866673464
"ENSGALG00010002331",13.0659429757321,-0.00910800956622002,0.0882288763515303,0.340186013160122,0.835883539638792
"ENSGALG00010002332",16.1364934763369,-0.00801499850408562,0.0882196125510059,0.318070497080051,0.823459807517455
"ENSGALG00010002335",1370.94846756943,0.0282440216732249,0.0912719937651728,0.207633328416842,0.778049994266137
"ENSGALG00010002338",3563.7970325741,-0.0128506427776868,0.0879949017134801,0.407852496341695,0.855616904221743
"ENSGALG00010002345",136.854977113664,-0.00627759127490101,0.0855748219910416,0.766185703770261,0.95666319860426
"ENSGALG00010002348",377.995631396207,-0.0085875526430574,0.078703777685727,0.809771823734255,0.963203967953051
"ENSGALG00010002349",579.047812121019,-0.0732578152758847,0.100286505392464,0.134479121232395,0.744546132892866
"ENSGALG00010002355",652.417801109787,-0.0257722765919335,0.0912367670686568,0.187985809698363,0.772189455186617
"ENSGALG00010002356",279.180681992804,-0.00892540108593065,0.0876440208722372,0.514045154384289,0.892657584864541
"ENSGALG00010002358",158.113325005066,0.826189280509976,1.08790089884354,0.00412082711338108,0.33550184432483
"ENSGALG00010002360",113.760154280061,-0.0569425399138392,0.108583388746893,0.0741907956139371,0.670658739287376
"ENSGALG00010002365",969.02789321433,0.00866414984837097,0.0817254133252168,0.787461559238307,0.960235576552064
"ENSGALG00010002368",754.99314220847,0.0961242376060634,0.124474594696521,0.0712062418754839,0.662262941915906
"ENSGALG00010002369",160.476666888614,0.000524678061144568,0.0858908368103882,0.979866113955436,0.996257661771447
"ENSGALG00010002370",115.317009834819,-0.00909977416286702,0.0850079750405574,0.706093858177725,0.942446231652232
"ENSGALG00010002373",12994.8603821632,-0.00274301674786394,0.0879147199386919,0.627831008987123,0.92376317947559
"ENSGALG00010002377",16.3119125577422,0.00489131565936053,0.0879748260715118,0.49420309609075,0.886220786642919
"ENSGALG00010002379",650.536987457407,-0.124943184540325,0.241942558250952,0.0144040866295879,0.466547043497098
"ENSGALG00010002381",543.028363462894,0.00803427442450363,0.0864216579852687,0.674963370021918,0.935918124464823
"ENSGALG00010002391",582.601726461914,-0.032490433017003,0.0881179133031343,0.332067959870177,0.831501062892853
"ENSGALG00010002393",526.922454100147,-0.00700986078366193,0.0880234135624503,0.420903365706479,0.861112605270003
"ENSGALG00010002394",20.6962404208418,-0.00432028011763369,0.087061505427398,0.754387781972426,0.954648667957494
"ENSGALG00010002398",34.7187110467222,0.0158525654799172,0.0892281219313641,0.218547827521751,0.784907463440995
"ENSGALG00010002400",177.458149188045,0.0466649614543326,0.101783403091011,0.0849972886476139,0.682575174909486
"ENSGALG00010002402",367.387372666585,0.0198033076397844,0.0826874823591147,0.564495148647475,0.907167948982596
"ENSGALG00010002406",399.624834632378,0.0487874993626601,0.101545588933519,0.109718284027721,0.710794309009755
"ENSGALG00010002408",241.50755797598,-0.0077605146607169,0.081633045640097,0.803656985532078,0.961686213176302
"ENSGALG00010002410",431.991546934837,0.032813442938075,0.0934334185417389,0.170002371596817,0.763446526510218
"ENSGALG00010002411",62.1635651520994,0.0120551931762711,0.0884228432505906,0.324488349248622,0.828088582484152
"ENSGALG00010002415",23.1942327033579,-0.0201462840587138,0.0913342614191469,0.00363259708211435,0.322090274614139
"ENSGALG00010002418",378.752624904806,-0.0255065985792782,0.0909454304195524,0.207828895406503,0.778054400065521
"ENSGALG00010002424",1656.46765579796,-0.00850273117840358,0.086941042616225,0.610745680960235,0.919181844137915
"ENSGALG00010002430",2347.55872558353,0.0964846598574599,0.160713476341819,0.0253169461805105,0.528369361798671
"ENSGALG00010002434",144.719515732265,-0.0622664894248692,0.122349477755087,0.00299194002968506,0.295441845143289
